Principal|Nivel|Artículo|Descripción|Tipo|Estado|Planeador|Sec Artículo|Sec Op|UDM|Cantidad Unitaria|Cantidad Extendida|Tipo Suministro|Subinventario|Localizador|Tipo Costo|Costo Materiales|Costo Recurso|Gsto Grl|Costo Unitario|Costo Extendido|Accesorio S/N|Fecha inactivo|Alterno|Component_Yiel|Categoria Producto
22000020547|1|22000553|NIVELADOR BASE 40 5/16X1 1/2  NEGRO MPR090289|MP|Active||180|10|und|4|4|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020547|1|22008555|GENERICO PINTURA EN POLVO MUEBLES|MP|Active||210|10|kg|.6|.6|Proceso Tirar Operación|MP_WIP|PI.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020547|1|22016286|GENERICO PINTURA EN POLVO MUEBLES LADO B|MP|Active||215|10|kg|.4|.4|Proceso Tirar Operación|MP_WIP|PI.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020547|1|22025249|EMPAQUE TAPA PEDESTAL 528X418X70 CLAVE 450|MP|Active||240|10|und|2|2|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020547|1|25021974|ARMADA-CORAZA PEDESTAL FIJO ZEN ALM1001000|AI|Active||260|10|und|1|1|Proceso Tirar Operación|SOLDADURA|SOL.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020547|2|25021968|PARTE-CUERPO CORAZA PEDESTAL FIJO ZEN ALM1001010|AI|Active||10|10|und|1|1|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020547|3|22006061|LAMINA PLANA 4X8 ESPESOR 0.75MM|MP|Active||10|10|kg|8.11|8.11|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020547|2|25021969|PARTE-PUENTE INFERIOR CORAZA PEDESTAL FIJO ZEN ALM1001020|AI|Active||20|10|und|1|1|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020547|3|22006061|LAMINA PLANA 4X8 ESPESOR 0.75MM|MP|Active||10|10|kg|.27|.27|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020547|2|25021970|PARTE-REFUERZO RIEL DERECHO CORAZA PEDESTAL FIJO ZEN ALM1001030|AI|Active||30|10|und|1|1|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020547|3|22006061|LAMINA PLANA 4X8 ESPESOR 0.75MM|MP|Active||10|10|kg|.54|.54|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020547|2|25059363|PARTE-REFUERZO RIEL IZQUIERDO CORAZA PEDESTAL FIJO ZEN ALM1001030|AI|Active||40|10|und|1|1|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020547|3|22006061|LAMINA PLANA 4X8 ESPESOR 0.75MM|MP|Active||10|10|kg|.54|.54|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020547|2|25021971|PARTE-SOBREPUENTE CERRADURA CORAZA PEDESTAL FIJO ZEN ALM1001050|AI|Active||50|10|und|1|1|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020547|3|22006061|LAMINA PLANA 4X8 ESPESOR 0.75MM|MP|Active||10|10|kg|.35|.35|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020547|2|25021972|PARTE-PUENTE CORAZA PEDESTAL ZEN ALM1001060|AI|Active||60|10|und|2|2|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020547|3|22006061|LAMINA PLANA 4X8 ESPESOR 0.75MM|MP|Active||10|10|kg|.24243519|.24243519|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020547|1|25063682|PARTE-TRAMPA PARA BULON PLASTICO PEDESTAL FIJO MOVIL Y CAJONERA ZEN ALM1007010|AI|Active||270|10|und|1|1|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020547|2|22007422|LAMINA PLANA GALVANIZADA 4X8 ESPESOR 0.70MM|MP|Active||10|10|kg|.2175|.2175|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020547|1|25021976|PARTE-FRENTE MANIJA EMBEBIDA DE 6PULG GAVETA SENCILLA PEDESTAL ZEN ALM1003030|AI|Active||290|10|und|2|2|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020547|2|22006061|LAMINA PLANA 4X8 ESPESOR 0.75MM|MP|Active||10|10|kg|1.1|1.1|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020547|1|25019684|PARTE-CUERPO GAVETA SENCILLA PEDESTAL ZEN ALM1003010|AI|Active||300|10|und|2|2|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020547|2|22006061|LAMINA PLANA 4X8 ESPESOR 0.75MM|MP|Active||10|10|kg|1.92|1.92|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020547|1|25019685|PARTE-TRASERO GAVETA SENCILLA PEDESTAL ZEN ALM1003020|AI|Active||310|10|und|2|2|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020547|2|22006061|LAMINA PLANA 4X8 ESPESOR 0.75MM|MP|Active||10|10|kg|.34|.34|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020547|1|25059710|PARTE-FRENTE MANIJA EMBEBIDA DE 12PULG GAVETA ARCHIVO INFERIOR PEDESTAL ZEN ALM1004070|AI|Active||320|10|und|1|1|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020547|2|22006061|LAMINA PLANA 4X8 ESPESOR 0.75MM|MP|Active||10|10|kg|2.1|2.1|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020547|1|25019686|PARTE-CUERPO GAVETA ARCHIVO PEDESTAL ZEN ALM1004010|AI|Active||330|10|und|1|1|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020547|2|22006061|LAMINA PLANA 4X8 ESPESOR 0.75MM|MP|Active||10|10|kg|2.7|2.7|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020547|1|25019687|PARTE-TRASERO GAVETA ARCHIVO PEDESTAL ZEN ALM1004050|AI|Active||340|10|und|1|1|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020547|2|22006061|LAMINA PLANA 4X8 ESPESOR 0.75MM|MP|Active||10|10|kg|.67|.67|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020547|1|25021993|PARTE-DIVISOR PORTAFOLDER GAVETA ARCHIVO ZEN ALM1004020|AI|Active||350|10|und|1|1|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020547|2|22006061|LAMINA PLANA 4X8 ESPESOR 0.75MM|MP|Active||10|10|kg|.14|.14|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000021977|0|22000021977|DUCTO CABLEADO 9.5X150X21.5CM LINK LKSO140000|AI|Active|||und|1|1|||...|CSTLPRECIO|0|0|0|0|0|||||
22000021977|1|25024103|PARTE-TAPA DE 150CM DUCTO CABLEADO LINK LKSO141010|AI|Active||10|10|und|1|1|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000021977|2|22006027|LAMINA PLANA 4X8 ESPESOR 1.20MM|MP|Active||10|10|kg|4.7032|4.7032|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000021977|1|25024106|PARTE-BASE DE 150CM DUCTO CABLEADO LINK LKSO141020|AI|Active||20|10|und|1|1|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000021977|2|22006027|LAMINA PLANA 4X8 ESPESOR 1.20MM|MP|Active||10|10|kg|4.153925|4.153925|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000021977|1|25024109|PARTE-REFUERZO CUERPO DUCTO CABLEADO LINK LKSO141040|AI|Active||30|10|und|5|5|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000021977|2|22006027|LAMINA PLANA 4X8 ESPESOR 1.20MM|MP|Active||10|10|kg|.288564|.288564|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000021977|1|25105836|PARTE-BANDEJA OCULTA CABLES 150CM DUCTO CABLEADO LINK LKSO140052|AI|Active||40|10|und|2|2|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000021977|2|22006061|LAMINA PLANA 4X8 ESPESOR 0.75MM|MP|Active||10|10|kg|.94|.94|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000021977|1|22002524|PERFIL NAL TAPA VIGA COMPENDIO COLOR NEGRO TIRA 3000MM MPR060047|MP|Active||50|10|und|1|1|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000021977|1|25051817|PARTE-SOPORTE TOMA MCAC080000|AI|Active||60|10|und|6|6|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000021977|2|22004764|LAMINA PLANA GALVANIZADA 4 X 8 ESPESOR 0.90MM|MP|Active||10|10|kg|.07|.07|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000021977|1|25087788|PARTE-SOPORTE TOMA DUCTO CABLEADO DOBLE TEK TKSO080040|AI|Active||70|10|und|2|2|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000021977|2|22006037|LAMINA PLANA 4X8 ESPESOR 0.9MM|MP|Active||10|10|kg|.27|.27|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000021977|1|22000159|TORNILLO AUTOPERFORANTE CABEZA EXTRAPLANA 8 X 1/2 REF:234 ZINCADO NEGRO|MP|Active||80|10|und|4|4|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000021977|1|22000201|TUERCA DELGADA REMACHABLE  5/16 REF: DLS 518/150 ALA-AVEDEL|MP|Active||90|10|und|8|8|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000021977|1|22005645|TORNILLO ESTUFA CABEZA REDONDA PHILLIPS 3/4 X 1/4 ZINCADO|MP|Active||100|10|und|2|2|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000021977|1|22009617|GENERICO TAPA PLASTICA CIEGA 2 X 4 MPR080013|MP|Active||110|10|und|6|6|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000021977|1|22012502|ARANDELA S/M DIAM. 5/16 ZINC NEGRO|MP|Active||120|10|und|2|2|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000021977|1|22014226|STICKER TROQUELADO VERDE POLO A TIERRA ETIQUETA DE SEGURIDAD|ME|Active||130|10|und|2|2|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000021977|1|22014799|REMACHE AVELLANADO 5-4 NATURAL|MP|Active||140|10|und|45|45|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000021977|1|22000197|TORNILLO CABEZA EXTRAPLANA 8 X 3/4 REF: S6075 ZINCADO|MP|Active||150|10|und|6|6|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000021977|1|22008917|EMPAQUE FORRO BALDOSA MULTIPLE 42X22X158|ME|Active||160|10|und|.25|.25|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000021977|1|22008918|EMPAQUE TAPA BALDOSA MULTIPLE 42X22|ME|Active||170|10|und|1|1|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000021977|1|22008555|GENERICO PINTURA EN POLVO MUEBLES|MP|Active||180|10|kg|.33|.33|Proceso Tirar Operación|MP_WIP|PI.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000021980|0|22000021980|KIT CABLEADO INDIVIDUAL 17.5X150X21.5CM LINK LKSO150000|AI|Active|||und|1|1|||...|CSTLPRECIO|0|0|0|0|0|||||
22000021980|1|22002524|PERFIL NAL TAPA VIGA COMPENDIO COLOR NEGRO TIRA 3000MM MPR060047|MP|Active||20|10|und|.5|.5|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000021980|1|25022566|PARTE-BANDEJA OCULTA CABLES DUCTO KIT CABLEADO INDIVIDUAL LINK LKSO150010|AI|Active||25|10|und|1|1|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000021980|2|22006027|LAMINA PLANA 4X8 ESPESOR 1.20MM|MP|Active||10|10|kg|2.317673|2.317673|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000021980|1|25051817|PARTE-SOPORTE TOMA MCAC080000|AI|Active||40|10|und|4|4|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000021980|2|22004764|LAMINA PLANA GALVANIZADA 4 X 8 ESPESOR 0.90MM|MP|Active||10|10|kg|.07|.07|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000021980|1|22009617|GENERICO TAPA PLASTICA CIEGA 2 X 4 MPR080013|MP|Active||60|10|und|4|4|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000021980|1|22000662|BOTON DE PRESION GRIS NOPAL PARA BALDOSA UN VIDRIO MPR050005|MP|Active||70|10|und|3|3|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000021980|1|22008555|GENERICO PINTURA EN POLVO MUEBLES|MP|Active||190|10|kg|.25|.25|Proceso Tirar Operación|MP_WIP|PI.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000021980|1|22008917|EMPAQUE FORRO BALDOSA MULTIPLE 42X22X158|ME|Active||200|10|und|.25|.25|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000021980|1|22012502|ARANDELA S/M DIAM. 5/16 ZINC NEGRO|MP|Active||210|10|und|2|2|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000021980|1|22005645|TORNILLO ESTUFA CABEZA REDONDA PHILLIPS 3/4 X 1/4 ZINCADO|MP|Active||220|10|und|2|2|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000021980|1|22014226|STICKER TROQUELADO VERDE POLO A TIERRA ETIQUETA DE SEGURIDAD|ME|Active||230|10|und|2|2|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000021980|1|22014799|REMACHE AVELLANADO 5-4 NATURAL|MP|Active||240|10|und|12|12|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000021980|1|22000159|TORNILLO AUTOPERFORANTE CABEZA EXTRAPLANA 8 X 1/2 REF:234 ZINCADO NEGRO|MP|Active||250|10|und|4|4|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000021980|1|25022570|PARTE-REFUERZO CUERPO DUCTO CABLEADO KIT CABLEADO INDIVIDUAL LINK LKSO151012|AI|Active||260|10|und|3|3|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000021980|2|22006027|LAMINA PLANA 4X8 ESPESOR 1.20MM|MP|Active||10|10|kg|.1133644|.1133644|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000021980|1|25022568|PARTE-CUERPO DUCTO DE 150CM CABLEADO KIT CABLEADO INDIVIDUAL LINK LKSO151011|AI|Active||270|10|und|1|1|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000021980|2|22006027|LAMINA PLANA 4X8 ESPESOR 1.20MM|MP|Active||10|10|kg|5.57861|5.57861|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000021980|1|25112651|PARTE-DIVISOR CABLE DUCTO CABLEADO INDIVIDUAL 150CM LKSO150040|AI|Active||280|10|und|1|1|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000021980|2|22006027|LAMINA PLANA 4X8 ESPESOR 1.20MM|MP|Active||10|10|kg|1.17|1.17|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000023310|0|22000023310|SUPERFICIE RECTANGULAR FORMICA 240X100X3CM LINK LKSU010516|AI|Active|||und|1|1|||...|CSTLPRECIO|0|0|0|0|0|||||
22000023310|1|25030363|CANTEADO-SUPERFICIE RECTANGULAR FORMICA 240X100X3CM LINK LKSU010516|AI|Active||180|10|und|1|1|Proceso Tirar Operación|CANTEADO|CNT.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000023310|2|25031682|PRENSADO-SUPERFICIE RECTANGULAR FORMICA 240X100X3CM LINK LKSU010516|AI|Active||10|10|und|1|1|Proceso Tirar Operación|PRENSADO|PRE.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000023310|3|22015818|UNICOR POLAR SIN BALANCE DE 1830X2440MM ESPESOR 30MM|MP|Active||10|10|und|.827704918|.827704918|Proceso Tirar Operación|CARPINT|AGL.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000023310|3|22008689|GENERICO FORMICA 1220MM X 2440MM F8|MP|Active||20|10|und|1|1|Proceso Tirar Operación|CARPINT|FOR.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000023310|2|22008524|GENERICO CANTO DE 35MM ESPESOR 2MM|MP|Active||20|10|m|7.378|7.378|Proceso Tirar Operación|CARPINT|CTA.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000023626|0|22000023626|GROMMET ALUMINIO 4 TOMAS ACCESORIO LINK LKAC250000|AI|Active|||und|1|1|||...|CSTLPRECIO|0|0|0|0|0|||||
22000023626|1|22014803|PUNTERA IZQUIERDA Y DERECHA TAPA EN ALUMINIO ANODIZADO CUERPO EN POLICARBONATO MPR060067|MP|Active||25|10|jg|1|1|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000023626|1|25025100|PARTE-LISTON DE CEPILLO 4 TOMAS GROMET LINK LKAC250040|AI|Active||30|10|und|1|1|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000023626|2|22010615|LISTON DE CEPILLO 2000MM REF: 950.06.093 MPR060066|MP|Active||10|10|und|.2625|.2625|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000023626|1|25025099|PARTE-PERFIL 4 TOMAS GROMET LINK LKAC250030|AI|Active||40|10|und|2|2|Proceso Tirar Operación|ALUMINIOS|ALU.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000023626|2|22012183|ALUMINIO OFI-103 DE 6000MM ANODIZADO MPR030274|MP|Active||10|10|und|.08333333|.08333333|Proceso Tirar Operación|ALUMINIOS|MPA.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000023626|1|25025098|PARTE-TAPA 4 TOMAS GROMET LINK LKAC250020|AI|Active||50|10|und|1|1|Proceso Tirar Operación|ALUMINIOS|ALU.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000023626|2|22024922|ALUMINIO OFI-104 DE 3050 MM  ANODIZADO MPR030271|MP|Active||20|10|und|.166666667|.166666667|Proceso Tirar Operación|ALUMINIOS|MPA.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000023626|1|25025097|PARTE-PLATINA DE FIJACION GROMET LINK LKAC250010|AI|Active||60|10|und|2|2|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000023626|2|22012308|LAMINA PLANA GALVANIZADA 4X8 ESPESOR 1.20MM|MP|Active||10|10|kg|.02992|.02992|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000023626|1|22000259|TORNILLO GALVANIZADO CABEZA HEXAGONAL 1/4 X 1 PULGADA|MP|Active||70|10|und|2|2|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000023626|1|22000149|TUERCA  HEXAGONAL 1/4 ZINCADA|MP|Active||80|10|und|2|2|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000023626|1|22001402|EMPAQUE REPISA METALICA 2 UNIDADES|ME|Active||100|10|und|.0625|.0625|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000023626|1|22007761|TORNILLO CABEZA EXTRAPLANA 8 X  9/16 ZINCADO|MP|Active||115|10|und|4|4|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000023626|1|22000248|TORNILLO DE 6 X 5/8 CCPH PRIVILEGIO ZN|MP|Active||140|10|und|4|4|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000023626|1|22013882|KIT SOPORTE GIRO TAPA TOMA EN ALUMINIO LINK MPR050115|MP|Active||150|10|jg|1|1|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000030562|0|22000030562|PANTALLA LATERAL VIDRIO LAMINADO 3+3 30X60X0.6CM ACCESORIO LINK LKAC060000|AI|Active|||und|1|1|||...|CSTLPRECIO|0|0|0|0|0|||||
22000030562|1|22006317|GENERICO VIDRIO LAMINADO 3+3 M2|MP|Active||10|10|m2|.18|.18|Proceso Tirar Operación|CARPINT|VID.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000030562|1|25010130|PARTE-CUERPO SOPORTE PANTALLA LATERAL DERECHO LINK LKAC051010|AI|Active||40|10|und|1|1|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000030562|2|22008722|LAMINA PLANA CR 4X8 ESPESOR 1.90MM|MP|Active||10|10|kg|.4153574|.4153574|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000030562|1|25010133|PARTE-CUERPO SOPORTE PANTALLA LATERAL IZQUIERDO LINK LKAC051010|AI|Active||50|10|und|1|1|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000030562|2|22008722|LAMINA PLANA CR 4X8 ESPESOR 1.90MM|MP|Active||10|10|kg|.4153574|.4153574|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000030562|1|25010131|PARTE-BOTON HEMBRA SOPORTE PANTALLA LATERAL LINK LKAC051020|AI|Active||60|10|und|2|2|Proceso Tirar Operación|TORNO|TRL.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000030562|2|22008792|BARRA DE ALUMINIO R-011 ALEACION 6261 TEMPLE T-6 DIAMETRO 1PULG X 6000MM|MP|Active||10|10|und|.003057143|.003057143|Proceso Tirar Operación|TORNO|MTR.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000030562|1|25010132|PARTE-CUERPO BOTON MACHO SOPORTE PANTALLA LATERAL LINK LKAC051030|AI|Active||70|10|und|2|2|Proceso Tirar Operación|TORNO|TRL.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000030562|2|22008792|BARRA DE ALUMINIO R-011 ALEACION 6261 TEMPLE T-6 DIAMETRO 1PULG X 6000MM|MP|Active||10|10|und|.004203571|.004203571|Proceso Tirar Operación|TORNO|MTR.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000030562|1|22000197|TORNILLO CABEZA EXTRAPLANA 8 X 3/4 REF: S6075 ZINCADO|MP|Active||80|10|und|4|4|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000030562|1|22008555|GENERICO PINTURA EN POLVO MUEBLES|MP|Active||100|10|kg|.02|.02|Proceso Tirar Operación|MP_WIP|PI.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000030562|1|22015589|CINTA DOBLE FAZ FILMICA ML TESA 4965 TRANSPARENTE DE 19MM DE ANCHO Y 50 METROS DE LARGO|MP|Active||110|10|m|.5|.5|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000030562|1|25035236|PARTE-EMPAQUE PANTALLA LATERAL VIDRIO LINK LKAC050010|AI|Active||170|10|und|2|2|Proceso Tirar Operación|CARPINT|EMS.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000030562|2|22009700|CAUCHO PISO CONSUL 140 ANCHO REF:2093 N.1|MP|Active||10|10|m|.007475|.007475|Proceso Tirar Operación|CARPINT|TEL.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000032435|0|22000032435|COSTADO DOBLE TERMINAL PINTADO 120CM TIPO LINK ELEMENTOS SOPORTE ELSO060000|AI|Active|||und|1|1|||...|CSTLPRECIO|0|0|0|0|0|||||
